ID,Profit,Online,Age,Inc,Tenure,District,,CODES,,
4338,96,1,3,5,12.66,1300,,,,
15029,88,0,6,3,19.91,1200,,,,
20573,-159,1,3,6,7.83,1200,,,,
18435,272,1,4,9,2.58,1200,,,,
26756,-202,1,3,5,5.25,1100,,,,
3724,295,0,4,7,6.25,1100,,,,
10931,-1,0,3,4,6.16,1200,,,,
23925,-82,0,7,3,10.66,1300,,,,
13450,-51,0,5,8,2.58,1100,,,,
18269,-34,0,3,9,21.5,1200,,,,
14895,152,0,4,9,15.5,1200,,,,
16865,77,0,7,6,4.75,1200,,,,
954,-7,0,3,8,2.58,1200,,,,
5806,613,0,4,7,4.5,1200,,,,
30768,815,0,5,3,24.91,1200,,,,
597,1043,0,6,4,31,1200,,,,
23313,-47,0,4,8,26.83,1200,,,,
28578,-73,0,2,6,3.83,1200,,,,
8326,138,0,3,6,22.66,1200,,,,
23331,-20,0,3,4,13.08,1200,,,,
725,-64,1,4,5,30.08,1200,,,,
13534,-31,0,4,6,8.33,1100,,,,
24198,649,0,7,6,28.16,1200,,,,
7513,150,0,3,6,10.83,1200,,,,
14323,-136,0,4,5,10.16,1200,,,,
6141,-158,1,4,7,3,1200,,,,
17948,120,0,6,9,16.25,1200,,,,
5466,47,0,4,5,11.75,1200,,,,
20919,-28,0,2,7,4.16,1200,,,,
184,0,0,5,5,10.5,1200,,,,
187,92,0,2,7,10.08,1200,,,,
4214,35,1,4,6,6.25,1200,,,,
17390,304,0,7,3,1.58,1200,,,,
31007,24,0,3,7,13,1300,,,,
1160,440,0,3,6,3.25,1300,,,,
1410,75,0,2,1,1.41,1200,,,,
4771,-68,0,2,9,14.58,1200,,,,
16534,-137,0,7,6,29.83,1200,,,,
27487,-24,0,2,3,4.75,1200,,,,
19381,29,1,2,1,13.33,1200,,,,
19913,485,0,3,6,2.08,1200,,,,
28745,-27,0,5,5,2,1100,,,,
18857,-97,0,4,6,11,1300,,,,
23581,478,0,6,3,22.08,1200,,,,
15478,25,0,2,9,10.5,1200,,,,
8028,-34,0,4,4,8.41,1200,,,,
14626,20,0,6,1,7.91,1100,,,,
5514,158,0,2,6,11.08,1200,,,,
25263,180,0,6,7,15.41,1200,,,,
541,-33,0,3,6,13.5,1200,,,,
10051,6,0,3,6,7,1200,,,,
12738,220,0,2,9,3.33,1200,,,,
13227,600,0,6,1,16.16,1200,,,,
22166,114,0,3,3,14.75,1200,,,,
19534,144,0,7,7,18.75,1200,,,,
24082,251,0,7,2,20.75,1200,,,,
3014,-18,0,3,6,11.25,1200,,,,
31064,187,0,6,3,12.16,1200,,,,
4097,267,0,3,9,18.58,1200,,,,
28147,227,0,6,6,3.83,1300,,,,
8745,146,0,3,6,9.5,1200,,,,
615,-10,0,2,9,1.5,1200,,,,
18729,-44,0,4,5,2.83,1300,,,,
3654,-43,0,3,1,8.91,1200,,,,
2197,-61,0,2,5,3.33,1200,,,,
17117,96,0,4,6,14.08,1200,,,,
1331,176,0,6,1,0.41,1200,,,,
15980,318,0,7,9,9.66,1300,,,,
556,257,1,4,6,2.08,1200,,,,
21492,2,1,2,1,4.58,1200,,,,
11561,75,0,3,9,5.75,1200,,,,
7550,485,0,4,2,3.83,1200,,,,
2915,47,0,5,6,15.75,1200,,,,
2875,3,0,7,9,0.25,1300,,,,
9381,-141,0,5,3,9.66,1200,,,,
25397,45,0,4,7,11.33,1200,,,,
30980,109,0,5,7,20.41,1200,,,,
2063,-47,1,3,8,18.41,1200,,,,
234,1088,0,6,4,26.91,1200,,,,
17762,-41,0,4,9,5.91,1200,,,,
3680,116,0,3,6,6,1200,,,,
25081,1179,0,5,7,5.58,1100,,,,
20723,291,0,4,9,17.83,1200,,,,
20946,-147,0,5,1,23.25,1300,,,,
29057,101,1,2,9,9,1200,,,,
15661,-16,0,5,1,6.83,1200,,,,
10558,-33,0,4,7,3.58,1200,,,,
25343,206,0,5,8,30.16,1200,,,,
14267,-130,0,2,4,10.83,1200,,,,
21903,116,0,2,6,10.41,1200,,,,
26145,141,0,3,9,8.75,1200,,,,
21010,41,0,2,4,2,1200,,,,
10128,60,0,7,6,15.41,1200,,,,
4105,-121,0,4,5,9.08,1100,,,,
9897,56,0,6,1,39.66,1300,,,,
15930,277,0,5,6,29.16,1200,,,,
8021,-28,1,4,6,6.91,1200,,,,
711,463,0,4,7,3.75,1200,,,,
23525,208,0,2,2,4.66,1200,,,,
25840,-79,1,5,5,7.5,1200,,,,
13950,77,0,7,1,38.33,1200,,,,
20078,121,1,3,9,9.08,1200,,,,
28370,-5,0,5,9,5.41,1200,,,,
6127,4,0,7,6,22.08,1200,,,,
5543,666,0,6,5,37.33,1200,,,,
18931,160,0,3,6,14.41,1200,,,,
5282,464,0,7,3,17,1200,,,,
19959,-73,0,2,6,3.33,1200,,,,
21705,-36,0,3,9,11,1200,,,,
1136,-34,0,3,5,13.91,1200,,,,
13467,1129,0,6,5,22.91,1300,,,,
726,-21,0,2,8,6.5,1200,,,,
11322,161,0,6,6,23.75,1200,,,,
7065,320,0,5,3,7.5,1200,,,,
10900,738,0,4,5,17.75,1200,,,,
20165,-50,0,5,6,3.91,1200,,,,
24744,344,0,6,8,18.58,1200,,,,
5623,-62,0,2,6,7.41,1200,,,,
19221,-5,0,2,1,2.91,1200,,,,
27073,0,0,2,3,3.75,1200,,,,
30213,15,1,7,4,18.83,1200,,,,
8296,522,0,3,7,0.91,1200,,,,
26028,11,0,3,2,0.91,1300,,,,
3623,490,0,6,6,29.58,1200,,,,
28499,308,0,5,2,36,1300,,,,
18316,-34,0,7,7,2.83,1200,,,,
28778,43,0,2,3,2.08,1200,,,,
18133,-57,1,4,5,6.75,1200,,,,
27652,190,0,3,8,14.41,1300,,,,
12182,948,0,3,7,1.83,1200,,,,
28580,107,0,1,1,4.83,1200,,,,
29041,-120,1,3,6,16.5,1200,,,,
24798,-25,0,2,6,1.25,1200,,,,
29977,-107,0,4,7,10.08,1100,,,,
19450,249,0,4,6,11.41,1200,,,,
28166,89,0,5,3,1.91,1200,,,,
2978,320,0,7,8,19.08,1200,,,,
1130,406,0,5,6,21.41,1200,,,,
12219,67,0,3,3,5.25,1200,,,,
12340,-29,0,3,2,10.66,1300,,,,
5336,-38,0,2,6,7.58,1200,,,,
30087,39,0,7,9,19.33,1200,,,,
21244,234,1,4,5,14.41,1200,,,,
17242,-104,0,5,5,6.41,1100,,,,
19108,-7,0,7,3,4.75,1300,,,,
11629,49,0,3,5,2.91,1100,,,,
8127,-120,0,7,4,19.08,1200,,,,
21150,189,0,3,6,7.66,1200,,,,
7619,-5,0,5,7,2.33,1300,,,,
8981,-104,0,4,5,4.66,1200,,,,
7883,349,1,3,4,13.25,1300,,,,
3262,8,0,4,6,11.75,1200,,,,
18465,98,0,6,7,22.83,1300,,,,
23069,379,1,3,9,1,1200,,,,
7381,14,0,6,7,20.16,1200,,,,
18265,247,0,4,9,4.58,1200,,,,
5902,-118,0,4,5,1.58,1200,,,,
13952,-36,1,2,1,3.41,1100,,,,
24978,-126,0,4,3,6.33,1300,,,,
9013,-43,0,2,1,8.41,1200,,,,
16122,487,0,5,4,22.91,1200,,,,
22154,-35,0,5,5,22.08,1300,,,,
23657,50,1,4,9,23.91,1200,,,,
4974,221,0,5,4,16.41,1200,,,,
27567,386,0,6,4,9.91,1200,,,,
10228,-25,0,2,3,1.75,1200,,,,
2593,660,0,7,4,7.66,1200,,,,
9622,-35,0,3,9,19.66,1200,,,,
25004,-84,0,5,4,13.5,1300,,,,
10145,183,0,7,6,6,1200,,,,
17858,-64,0,3,4,9.16,1200,,,,
4763,93,0,4,3,4.66,1200,,,,
18765,-125,0,1,5,1.41,1200,,,,
14416,3,0,1,1,2.5,1200,,,,
15992,-61,0,5,6,17.66,1200,,,,
3409,-2,0,6,6,14.5,1200,,,,
30246,2,1,6,8,20.66,1300,,,,
6522,-26,0,3,9,3.16,1200,,,,
19812,-39,0,3,9,11.75,1200,,,,
20031,38,0,3,9,16.5,1200,,,,
24595,332,0,5,6,24.16,1200,,,,
23070,458,0,7,6,2.41,1200,,,,
5705,-28,0,5,1,0.91,1200,,,,
27995,216,0,7,4,22.91,1200,,,,
26508,311,0,3,7,3.66,1200,,,,
31236,828,0,4,6,11.33,1200,,,,
2340,193,0,4,6,14.75,1200,,,,
29252,-102,0,3,1,0.58,1100,,,,
16505,-19,0,5,6,11.5,1300,,,,
2117,-28,0,2,6,7.41,1200,,,,
30834,489,0,7,6,5.08,1200,,,,
29568,763,0,4,9,10.75,1200,,,,
5374,102,0,5,5,19.58,1200,,,,
15358,364,0,4,8,5.33,1200,,,,
31148,-90,0,6,6,6,1200,,,,
25849,-54,0,3,6,16.91,1200,,,,
10862,836,0,6,5,13.75,1100,,,,
15601,-75,0,3,6,1.91,1300,,,,
11205,-33,0,4,6,7.41,1200,,,,
29241,-103,1,3,1,1.91,1100,,,,
27783,-65,0,5,9,11,1200,,,,
4356,103,0,2,4,4.5,1100,,,,
10356,-28,0,1,4,0.5,1300,,,,
3905,755,0,4,7,0.5,1200,,,,
21732,35,0,4,1,19.41,1300,,,,
5464,390,0,3,5,11,1200,,,,
12218,181,0,4,4,6,1100,,,,
29245,137,0,1,6,5.75,1200,,,,
794,15,0,6,5,5.66,1100,,,,
16691,134,0,2,8,0.66,1200,,,,
31036,776,0,5,7,3.75,1200,,,,
1193,-3,0,2,1,0.75,1300,,,,
22182,16,0,4,6,2.33,1200,,,,
8686,10,0,5,6,11.41,1300,,,,
15524,386,0,4,6,14.83,1200,,,,
1730,-44,0,3,6,9.16,1200,,,,
15629,160,0,3,5,13.66,1200,,,,
19660,31,0,3,6,1.33,1200,,,,
14771,361,0,5,6,8.25,1300,,,,
4397,-93,0,6,4,6.83,1200,,,,
12455,-9,1,2,7,3.66,1200,,,,
11610,298,0,4,6,15,1200,,,,
20833,461,0,3,9,2,1200,,,,
14932,-209,0,3,4,10.41,1200,,,,
21917,214,1,4,3,17.33,1200,,,,
4311,-64,0,2,1,6.66,1200,,,,
31288,-81,1,4,6,2.5,1300,,,,
29724,30,0,5,4,12.16,1100,,,,
28590,33,0,4,5,0.91,1200,,,,
7057,2,0,7,1,6.83,1200,,,,
12009,247,0,3,7,2.83,1200,,,,
26157,140,0,2,9,5.33,1200,,,,
19281,594,0,5,5,3.91,1200,,,,
30407,29,0,5,5,10.5,1200,,,,
24442,501,0,2,5,5.33,1300,,,,
11159,-85,0,4,6,1.66,1100,,,,
19921,10,0,4,7,3.83,1200,,,,
22320,-33,0,3,4,2.41,1200,,,,
6621,83,1,2,9,7.41,1200,,,,
14295,710,0,6,7,37.66,1200,,,,
19685,14,1,6,5,14.25,1200,,,,
17507,-16,0,7,9,1,1200,,,,
20993,-13,0,4,9,15.08,1200,,,,
20014,671,0,4,9,6.25,1200,,,,
10165,67,0,4,4,2.58,1200,,,,
29896,103,0,7,4,25.41,1200,,,,
15445,29,0,2,1,1.16,1200,,,,
13876,8,0,3,1,2,1100,,,,
11877,-72,0,5,7,35.33,1200,,,,
19779,82,0,5,5,6,1200,,,,
27259,63,0,5,6,6.25,1200,,,,
28584,48,0,4,6,24.08,1200,,,,
5157,217,0,5,7,21.08,1100,,,,
12714,-6,0,3,9,2.83,1200,,,,
22434,-10,0,3,7,0.58,1200,,,,
17305,-24,0,6,3,4.16,1200,,,,
19336,472,1,3,9,6.33,1200,,,,
6452,358,0,6,7,29,1200,,,,
17357,-64,0,4,7,6.25,1200,,,,
27654,-39,0,5,6,7.33,1200,,,,
24762,532,1,3,6,7.5,1100,,,,
3754,344,0,2,7,5.41,1200,,,,
28022,-52,1,3,6,0.33,1200,,,,
22047,-72,0,3,6,7.5,1200,,,,
17106,10,0,4,7,10.08,1200,,,,
21335,11,1,3,5,0.33,1200,,,,
23446,162,1,4,5,15.83,1200,,,,
197,-65,0,4,7,9.75,1200,,,,
1227,82,0,3,4,2.16,1300,,,,
5320,-2,0,4,6,7.58,1200,,,,
9179,990,0,5,6,4,1200,,,,
24545,-3,0,4,5,4.41,1200,,,,
11317,350,0,3,5,7.58,1200,,,,
18286,-153,0,6,1,10.5,1200,,,,
8217,-24,0,3,7,7.58,1200,,,,
15656,1825,0,5,8,12.66,1200,,,,
11762,-18,0,4,8,17.33,1300,,,,
11479,356,0,5,7,26,1200,,,,
23789,278,0,3,6,8.5,1200,,,,
18623,-154,0,7,6,22.25,1200,,,,
1352,83,0,5,7,16.75,1100,,,,
21210,842,0,5,3,19.08,1200,,,,
20008,-21,0,3,5,14.25,1200,,,,
15868,-136,0,6,1,14.66,1300,,,,
16037,-5,0,3,3,7.41,1200,,,,
16894,19,1,3,6,6.58,1200,,,,
28427,-40,0,3,9,5.83,1200,,,,
20234,33,0,2,7,3.91,1200,,,,
19797,113,0,4,4,11,1200,,,,
28560,-2,0,2,6,6.5,1200,,,,
8693,-37,0,3,3,1.33,1200,,,,
21656,-18,0,2,7,1.41,1200,,,,
6955,853,0,5,7,9.58,1100,,,,
3452,44,0,3,3,4.25,1200,,,,
5379,107,0,2,1,4.91,1200,,,,
28935,-26,0,4,8,7.08,1200,,,,
17824,238,0,3,6,8,1200,,,,
7150,74,1,3,8,2.33,1200,,,,
16700,285,0,4,9,14.66,1300,,,,
21787,126,0,4,4,1.41,1200,,,,
13354,-83,0,2,8,6.5,1200,,,,
18054,368,0,4,7,17.66,1200,,,,
15743,1219,0,7,1,27.91,1200,,,,
18174,-34,0,5,5,3.16,1200,,,,
13984,-45,0,4,7,3.75,1100,,,,
12558,796,0,3,6,1.5,1200,,,,
24539,-1,0,2,3,5.25,1200,,,,
29786,14,0,7,1,7.16,1200,,,,
11273,15,0,2,6,5.08,1200,,,,
15596,-198,0,3,9,6.58,1200,,,,
26905,303,1,5,6,31.25,1100,,,,
31271,276,0,5,9,6.5,1300,,,,
3749,316,0,7,6,12.33,1200,,,,
30599,-21,0,3,1,1.16,1200,,,,
1998,-50,0,2,6,5,1200,,,,
30517,-5,0,4,1,2.41,1200,,,,
3046,214,0,4,9,10.58,1200,,,,
28965,-51,0,6,6,22.83,1100,,,,
799,141,0,3,7,8.08,1200,,,,
7647,-42,0,7,3,8.91,1200,,,,
2386,-67,0,4,6,20.25,1200,,,,
24768,665,0,4,6,13.83,1200,,,,
4198,-80,1,4,1,1.41,1200,,,,
17228,16,0,1,4,5.41,1200,,,,
7104,-61,0,6,6,9.66,1200,,,,
24487,163,0,5,5,0.25,1100,,,,
8771,-123,0,4,9,8.25,1200,,,,
9466,1541,0,4,8,12,1200,,,,
9554,102,0,4,6,27.83,1200,,,,
18327,-75,0,5,6,4.58,1300,,,,
4967,175,0,5,4,29.25,1100,,,,
23541,-17,0,4,6,6.41,1200,,,,
9027,-120,1,3,5,13.16,1200,,,,
16428,787,1,4,9,26.75,1200,,,,
11748,-156,0,4,7,4.16,1300,,,,
30187,571,0,4,1,40.91,1200,,,,
27785,394,0,3,9,8.66,1200,,,,
30723,720,1,4,9,1.25,1200,,,,
29497,-79,0,7,5,4.08,1100,,,,
21190,-68,0,3,6,3.58,1200,,,,
11837,-15,1,2,5,1.66,1200,,,,
24486,-37,0,4,7,10.91,1200,,,,
9252,19,0,5,5,30,1300,,,,
31136,-107,0,7,2,11.58,1100,,,,
7426,140,0,2,4,2.66,1200,,,,
14644,13,0,6,4,3.16,1200,,,,
6802,30,0,5,8,8.16,1200,,,,
9138,-17,0,5,7,4.41,1100,,,,
30105,36,0,2,2,6.75,1200,,,,
21109,-62,0,4,9,10.33,1200,,,,
15742,516,0,5,5,4.33,1100,,,,
12853,758,0,3,7,9.33,1200,,,,
241,-27,1,2,6,0.5,1200,,,,
10805,4,0,4,8,3.5,1300,,,,
3003,-57,0,4,7,14.25,1200,,,,
9382,719,0,3,6,12.25,1300,,,,
30218,490,0,4,5,17.16,1200,,,,
23946,65,1,4,6,25.25,1200,,,,
709,-95,0,7,7,7.66,1200,,,,
11236,58,0,6,9,10.75,1200,,,,
26633,120,0,4,4,20.33,1200,,,,
23340,671,0,5,8,3.75,1200,,,,
24792,29,0,3,6,12.41,1200,,,,
10774,-40,0,4,5,6.33,1300,,,,
15044,27,0,3,8,0.75,1200,,,,
11510,48,0,3,7,2.91,1200,,,,
11111,162,1,2,6,5.16,1200,,,,
20566,144,0,5,6,13.41,1300,,,,
7376,-3,0,4,4,3.41,1200,,,,
21689,-17,0,1,3,1.66,1200,,,,
19576,82,0,5,1,16.75,1200,,,,
7184,127,0,5,5,19.91,1200,,,,
20797,64,0,5,3,11.58,1200,,,,
26778,-89,0,4,9,4.66,1200,,,,
25325,-9,0,5,7,6.66,1200,,,,
1200,-99,0,2,6,7.41,1200,,,,
18165,33,0,3,5,0.16,1200,,,,
13667,11,1,3,7,4.16,1200,,,,
5888,744,0,3,9,8,1200,,,,
14893,212,0,4,8,7,1200,,,,
25644,12,0,4,6,31.58,1300,,,,
23180,-2,0,4,6,14.75,1200,,,,
29947,-139,0,3,6,11.33,1200,,,,
5032,0,0,3,4,2,1100,,,,
30461,236,0,7,8,8.91,1200,,,,
30494,116,0,2,8,26.58,1300,,,,
24133,80,0,3,8,12.16,1200,,,,
27614,29,0,7,6,7.16,1200,,,,
4627,131,1,4,7,6.75,1200,,,,
511,-34,0,7,6,7.58,1200,,,,
24529,716,0,5,7,6.66,1200,,,,
24982,28,0,4,1,1.25,1100,,,,
15788,804,0,4,8,7.83,1300,,,,
5735,228,0,5,6,22.83,1200,,,,
1989,-107,0,5,7,5.83,1200,,,,
8920,160,0,5,6,6,1200,,,,
19639,-59,0,4,6,22.33,1200,,,,
10174,273,1,4,7,0.83,1200,,,,
2359,-171,0,4,9,22.33,1200,,,,
15812,-37,1,4,3,5.83,1200,,,,
10858,51,0,5,4,22.91,1300,,,,
10160,-7,0,4,1,2.33,1200,,,,
28114,48,0,2,1,1.16,1200,,,,
2995,5,0,3,5,6.83,1200,,,,
8005,272,0,5,6,9.41,1200,,,,
20949,0,0,4,6,15.33,1200,,,,
21014,18,0,7,5,20.41,1100,,,,
25024,-18,1,2,3,13.91,1300,,,,
16651,-28,0,2,4,5.91,1200,,,,
10387,38,0,7,3,1.91,1200,,,,
10678,43,0,2,4,0.16,1200,,,,
14482,234,0,6,9,30.08,1200,,,,
9094,1711,0,4,9,21.33,1200,,,,
22579,-3,0,1,4,4.58,1200,,,,
16850,161,0,4,9,28.25,1200,,,,
12291,-70,1,4,3,6.83,1300,,,,
14956,-2,0,3,8,1.25,1200,,,,
5378,0,0,2,6,7.5,1200,,,,
14098,-39,0,3,3,5.5,1300,,,,
28901,-71,1,3,3,2,1200,,,,
28777,222,0,6,4,33.91,1300,,,,
4864,17,0,2,3,2,1200,,,,
25212,212,0,3,5,9.58,1200,,,,
5057,275,0,7,1,4.33,1200,,,,
26954,-40,0,3,6,7.41,1200,,,,
28563,-141,0,6,4,6.75,1100,,,,
537,-148,0,6,8,11.5,1200,,,,
22963,-30,0,4,1,4.25,1200,,,,
6206,520,0,6,6,30.58,1300,,,,
26475,143,1,3,8,11.75,1200,,,,
24720,-60,0,2,6,5.25,1200,,,,
26048,26,0,2,9,15.33,1200,,,,
7752,-29,0,3,6,1.66,1200,,,,
8820,315,0,3,9,20.5,1200,,,,
24671,609,1,2,7,2.5,1200,,,,
5005,136,0,4,8,9.91,1200,,,,
29905,-8,0,7,8,12.16,1200,,,,
31396,230,0,3,9,15.66,1200,,,,
27493,-31,0,3,6,5,1200,,,,
25125,393,0,7,1,25,1100,,,,
26144,-21,0,5,7,7.41,1200,,,,
16113,272,1,2,7,3.33,1200,,,,
19628,23,0,4,9,20.25,1200,,,,
22574,29,0,4,7,8.75,1200,,,,
13495,290,0,2,9,0.41,1200,,,,
19596,-54,0,5,5,8.58,1200,,,,
24199,-60,1,3,8,9.66,1200,,,,
27302,-44,1,5,6,10.66,1300,,,,
14918,63,1,4,8,7.83,1200,,,,
26630,-7,0,3,3,5.66,1200,,,,
2879,96,0,5,6,2.83,1200,,,,
7127,-13,0,1,3,3.25,1200,,,,
21044,94,0,2,5,6.5,1200,,,,
4070,186,0,3,5,2.08,1200,,,,
28215,143,0,6,6,28.41,1200,,,,
28106,-23,0,5,7,13.33,1200,,,,
31387,839,0,7,6,22.91,1300,,,,
3325,478,0,3,4,5.75,1200,,,,
2411,154,0,4,6,2.58,1200,,,,
30226,-52,0,4,9,4.41,1200,,,,
9517,-47,0,6,5,25.83,1200,,,,
26021,-199,0,5,6,19.08,1100,,,,
21183,-98,1,4,6,7.16,1200,,,,
25630,-143,0,3,7,13.08,1300,,,,
8046,37,1,3,4,1.83,1200,,,,
976,141,0,4,7,10.5,1200,,,,
20084,30,0,4,7,17.41,1300,,,,
26198,173,0,5,9,8.33,1200,,,,
887,875,0,5,6,13.16,1200,,,,
12716,-66,1,2,7,6.91,1200,,,,
682,-26,1,2,6,3.08,1200,,,,
17913,3,0,7,8,3.75,1200,,,,
17833,469,1,5,6,8.83,1200,,,,
16290,10,0,4,6,4.91,1200,,,,
30532,36,0,7,5,4.33,1200,,,,
28431,-60,0,4,7,6.25,1200,,,,
5530,-19,0,3,6,16,1200,,,,
21975,-51,0,7,1,28.91,1200,,,,
19086,-41,0,3,3,11.08,1200,,,,
1700,24,1,3,7,14.25,1300,,,,
27100,-3,0,5,6,10.91,1200,,,,
20439,216,0,4,6,7.58,1200,,,,
8078,45,0,3,7,9.66,1200,,,,
30057,569,0,7,6,15.83,1200,,,,
19909,292,0,3,7,5.5,1200,,,,
6554,11,0,2,3,1.16,1200,,,,
24438,-55,0,2,9,10.41,1200,,,,
18275,-67,0,5,7,29.25,1200,,,,
12859,-44,0,5,4,16.25,1200,,,,
27261,172,0,5,7,20.5,1200,,,,
10727,268,1,5,6,26.58,1100,,,,
10840,191,1,3,1,6.91,1200,,,,
606,-18,0,3,6,5.83,1200,,,,
20096,9,1,3,4,10.58,1200,,,,
14100,-89,0,3,4,9.91,1200,,,,
4277,70,0,4,7,4.66,1200,,,,
